1.568199825286865234e+01,1.326467895507812500e+01,1.642737960815429688e+01,1.212769031524658203e+01,8.200092315673828125e+00,1.000000000000000000e+00,2.089936637878417969e+01,2.862178802490234375e+00,1.658847808837890625e+01,8.665707588195800781e+00,2.224052238464355469e+01,4.057002067565917969e+00,5.846127319335937500e+01,1.000000000000000000e+00,8.567185974121093750e+01,3.072335243225097656e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.065064811706542969e+01,2.067469978332519531e+01,2.736062240600585938e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.791591644287109375e+01,2.184903717041015625e+01,2.855568695068359375e+01,1.000000000000000000e+00,1.063782024383544922e+01,2.000559806823730469e+01,1.282230377197265625e+01,2.489057731628417969e+01,1.914333915710449219e+01,1.000000000000000000e+00,1.402482604980468750e+01,6.718509674072265625e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.417082214355468750e+01,1.000000000000000000e+00,4.812082290649414062e+01,2.239900779724121094e+01,1.000000000000000000e+00,2.089272117614746094e+01,1.000000000000000000e+00,3.886411666870117188e+01,4.274822235107421875e+00,3.440745544433593750e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.523694801330566406e+01,1.000000000000000000e+00,2.726439666748046875e+01,2.807556724548339844e+01,2.739325714111328125e+01,1.000000000000000000e+00,1.070840549468994141e+01,1.741418457031250000e+01,3.781167984008789062e+01,4.631858825683593750e+01,2.445789337158203125e+00,2.834215545654296875e+01,5.000478363037109375e+01,2.657814025878906250e+00,1.000000000000000000e+00,3.861207580566406250e+01,1.000000000000000000e+00,7.940360069274902344e+00,1.769499397277832031e+01,2.332524871826171875e+01
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.576169967651367188e+01,1.000000000000000000e+00,6.888543701171875000e+01,2.802910614013671875e+01,3.497529983520507812e+01,3.616208648681640625e+01,1.000000000000000000e+00,1.734403419494628906e+01,9.623769378662109375e+01,2.785923767089843750e+01,2.316923904418945312e+01,2.242082405090332031e+01,2.299442481994628906e+01,4.126025390625000000e+01,4.820990085601806641e+00,3.930377244949340820e+00,8.480782508850097656e+00,1.444523239135742188e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.994180107116699219e+01,1.653788948059082031e+01,6.629810333251953125e+00,3.323022842407226562e+01,1.000000000000000000e+00,1.088949584960937500e+01,1.578468894958496094e+01,1.000000000000000000e+00,8.054803848266601562e+00,4.405296802520751953e+00,1.000000000000000000e+00,1.000000000000000000e+00,8.887836456298828125e+00,1.000000000000000000e+00,1.961566925048828125e+01,2.234220695495605469e+01,2.808718872070312500e+01,1.000000000000000000e+00,1.133352088928222656e+01,7.389412879943847656e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.451074218750000000e+01,5.387832260131835938e+01,2.278244400024414062e+01,1.000000000000000000e+00,4.892787551879882812e+01,1.000000000000000000e+00,5.993185424804687500e+01,1.000000000000000000e+00,7.748626708984375000e+00,1.000000000000000000e+00,6.849122047424316406e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.880733489990234375e+01,1.922155952453613281e+01,4.538965988159179688e+01,2.875743293762207031e+01,1.000000000000000000e+00,5.325080871582031250e+01,3.117665100097656250e+01,2.233185768127441406e+01,1.000000000000000000e+00,2.598284912109375000e+01
1.000000000000000000e+00,7.860117912292480469e+00,2.212288284301757812e+01,1.000000000000000000e+00,5.866178512573242188e+00,1.000000000000000000e+00,4.040738677978515625e+01,2.026709556579589844e+01,3.099189376831054688e+01,1.997401046752929688e+01,1.016425418853759766e+01,9.351148605346679688e+00,2.940164947509765625e+01,3.404526138305664062e+01,2.787649154663085938e+01,1.105229568481445312e+01,1.070665550231933594e+01,3.199721145629882812e+01,5.585633754730224609e+00,2.447403526306152344e+01,1.000000000000000000e+00,1.581267714500427246e+00,8.353664398193359375e+00,1.357595443725585938e+01,1.000000000000000000e+00,2.528956222534179688e+01,3.139104843139648438e+01,6.827483367919921875e+01,1.911611175537109375e+01,4.926876831054687500e+01,3.768107604980468750e+01,2.270251655578613281e+01,1.000000000000000000e+00,1.095821762084960938e+01,8.521324157714843750e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.767327499389648438e+01,3.636362457275390625e+01,3.063938331604003906e+01,5.160042572021484375e+01,4.496609878540039062e+01,4.171866226196289062e+01,3.415452957153320312e+01,3.131499290466308594e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.038241958618164062e+01,2.570669555664062500e+01,2.029397392272949219e+01,4.705523681640625000e+01,1.989908218383789062e+01,8.785377502441406250e+00,1.000000000000000000e+00,1.000000000000000000e+00,6.980271816253662109e+00,9.443122863769531250e+00,2.008007240295410156e+01,6.078950500488281250e+01,4.201644134521484375e+01,2.508878898620605469e+01,7.955513000488281250e+00,2.438326072692871094e+01,1.000000000000000000e+00,3.575458526611328125e+01,1.345975208282470703e+01,3.628767395019531250e+01,2.907446384429931641e+00,2.217470645904541016e+00,1.669517326354980469e+01
1.468036270141601562e+01,2.630901145935058594e+01,1.000000000000000000e+00,9.634560585021972656e+00,4.091341018676757812e+01,4.102554702758789062e+01,7.358752250671386719e+00,2.370064163208007812e+01,1.000000000000000000e+00,1.309448528289794922e+01,1.093143081665039062e+01,1.000000000000000000e+00,1.434729614257812500e+02,1.000000000000000000e+00,1.295304107666015625e+02,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.524397087097167969e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.367121887207031250e+01,1.000000000000000000e+00,4.857691192626953125e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.039378356933593750e+01,7.485025405883789062e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.874841117858886719e+01,1.019014930725097656e+01,1.000000000000000000e+00,4.791105270385742188e+00,1.000000000000000000e+00,1.295608806610107422e+01,1.000000000000000000e+00,3.302644729614257812e+01,1.999062347412109375e+01,1.000000000000000000e+00,1.337727832794189453e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.070932674407958984e+01,3.722672224044799805e+00,2.312421417236328125e+01,2.583707046508789062e+01,1.000000000000000000e+00,1.510438728332519531e+01,1.829884052276611328e+00,1.180122566223144531e+01,3.683965682983398438e+01,1.435131645202636719e+01,1.046759700775146484e+01,1.000000000000000000e+00,1.118383502960205078e+01,1.000000000000000000e+00,1.042705917358398438e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.529721641540527344e+01,2.152514266967773438e+01,2.563132667541503906e+01,1.000000000000000000e+00,1.236661911010742188e+01,7.635458946228027344e+00,8.970986366271972656e+00,3.549734497070312500e+01
3.269503021240234375e+01,1.000000000000000000e+00,2.156988906860351562e+01,1.835986900329589844e+01,2.926883697509765625e+01,3.674723052978515625e+01,1.957487106323242188e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.851997756958007812e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.909578132629394531e+01,5.581537246704101562e+00,3.954424285888671875e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.269348907470703125e+01,7.501658439636230469e+00,8.438010215759277344e+00,2.786941146850585938e+01,8.174626159667968750e+01,2.835223388671875000e+01,5.060414791107177734e+00,1.547851562500000000e+01,3.930264282226562500e+01,1.000000000000000000e+00,2.479344940185546875e+01,1.000000000000000000e+00,5.164731979370117188e+00,4.661355972290039062e+00,8.674750328063964844e+00,7.056854248046875000e+00,3.471898651123046875e+01,2.471588516235351562e+01,4.374106407165527344e+00,1.000000000000000000e+00,3.463645553588867188e+01,1.000000000000000000e+00,1.324443340301513672e+01,4.032647705078125000e+01,1.000000000000000000e+00,1.000000000000000000e+00,7.145772933959960938e+00,6.458553791046142578e+00,8.651881408691406250e+01,1.462297725677490234e+01,1.752367591857910156e+01,3.442919540405273438e+01,4.474580764770507812e+01,1.000000000000000000e+00,2.941394805908203125e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.742929267883300781e+01,3.257354354858398438e+01,2.384959983825683594e+01,5.451468467712402344e+00,1.000000000000000000e+00,1.491210174560546875e+01,2.432448959350585938e+01,3.774807739257812500e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.585660839080810547e+01,4.578927993774414062e+00,5.018519401550292969e+00,1.000000000000000000e+00,6.129877567291259766e+00
1.000000000000000000e+00,3.698894882202148438e+01,2.101087570190429688e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.040579223632812500e+01,1.353000450134277344e+01,1.194839382171630859e+01,1.834862709045410156e+01,1.000000000000000000e+00,1.508230018615722656e+01,1.000000000000000000e+00,3.835138320922851562e+01,6.267107391357421875e+01,6.546881198883056641e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.861822509765625000e+01,1.000000000000000000e+00,2.419786834716796875e+01,1.082195377349853516e+01,1.407613945007324219e+01,1.077002143859863281e+01,1.687039566040039062e+01,1.147375869750976562e+02,1.000000000000000000e+00,7.703282165527343750e+01,1.000000000000000000e+00,2.436760711669921875e+01,6.834171772003173828e+00,6.579689979553222656e+00,1.692889404296875000e+01,2.202563476562500000e+01,4.954551696777343750e+00,3.947619676589965820e+00,1.000000000000000000e+00,9.639213562011718750e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.089531898498535156e+00,5.483017730712890625e+01,1.000000000000000000e+00,3.086892700195312500e+01,3.789886474609375000e+01,3.442389297485351562e+01,9.001351356506347656e+00,1.000000000000000000e+00,4.377033615112304688e+01,2.549804878234863281e+01,5.550922775268554688e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.968222808837890625e+01,1.470417785644531250e+01,1.000000000000000000e+00,1.000000000000000000e+00,8.196829795837402344e+00,2.135726547241210938e+01,2.911108970642089844e+01,3.364830780029296875e+01,2.443577194213867188e+01,3.325281906127929688e+01,1.000000000000000000e+00,3.202033615112304688e+01,1.000000000000000000e+00,1.171898269653320312e+01,1.170958328247070312e+01,3.068260431289672852e+00
1.000000000000000000e+00,2.255885124206542969e+01,2.597322654724121094e+01,1.685543823242187500e+01,1.517812347412109375e+01,8.806003570556640625e+00,1.000000000000000000e+00,3.227020263671875000e+00,1.000000000000000000e+00,1.770180892944335938e+01,2.205100631713867188e+01,4.507786750793457031e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.214876651763916016e+00,1.800337219238281250e+01,1.664324378967285156e+01,1.470763397216796875e+01,1.992711639404296875e+01,1.731192207336425781e+01,1.306449890136718750e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.363484382629394531e+01,1.000000000000000000e+00,2.233205223083496094e+01,5.230214691162109375e+01,7.487317085266113281e+00,4.720596313476562500e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.848658561706542969e+01,2.497043228149414062e+01,1.569125366210937500e+01,2.497935295104980469e+01,1.000000000000000000e+00,2.830405807495117188e+01,1.986305427551269531e+01,2.434287643432617188e+01,1.211357402801513672e+01,4.005429077148437500e+01,1.000000000000000000e+00,1.063219642639160156e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.023991298675537109e+01,1.000000000000000000e+00,3.235396957397460938e+01,3.810041809082031250e+01,1.214933319091796875e+02,2.514986610412597656e+01,1.000000000000000000e+00,1.922688293457031250e+01,1.694306945800781250e+01,1.000000000000000000e+00,8.113763809204101562e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.789134979248046875e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.764472579956054688e+01,4.454474639892578125e+01,1.000000000000000000e+00,4.203337669372558594e+00,1.000000000000000000e+00,2.264354705810546875e+01,3.417216491699218750e+01,3.577174186706542969e+00,1.458039093017578125e+01,1.000000000000000000e+00,9.822595596313476562e+00
1.771887016296386719e+01,1.000000000000000000e+00,2.502548599243164062e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.963681793212890625e+01,2.574567794799804688e+01,9.367412567138671875e+00,1.679608345031738281e+01,2.196101760864257812e+01,1.000000000000000000e+00,7.478811264038085938e+00,4.985620880126953125e+01,3.450813674926757812e+01,1.319392013549804688e+01,2.025240898132324219e+01,1.000000000000000000e+00,1.812419128417968750e+01,3.283161163330078125e+00,2.057679748535156250e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.432742309570312500e+01,1.556780147552490234e+01,3.976408004760742188e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.045422363281250000e+01,3.159627151489257812e+01,9.440175056457519531e+00,3.716738128662109375e+01,1.000000000000000000e+00,2.088344192504882812e+01,1.000000000000000000e+00,1.084336757659912109e+01,1.025893020629882812e+01,5.054660797119140625e+01,1.000000000000000000e+00,2.820323562622070312e+01,1.311794471740722656e+01,1.753977584838867188e+01,3.783526229858398438e+01,1.397468852996826172e+01,1.878855895996093750e+01,1.728223228454589844e+01,1.000000000000000000e+00,2.064807891845703125e+01,1.000000000000000000e+00,3.557887649536132812e+01,4.680874252319335938e+01,5.342121124267578125e+01,1.584613609313964844e+01,1.000000000000000000e+00,4.472998809814453125e+01,1.000000000000000000e+00,3.553898239135742188e+01,1.479918861389160156e+01,6.057748794555664062e+00,1.000000000000000000e+00,1.317961883544921875e+01,8.023555755615234375e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.404730987548828125e+01,2.822335624694824219e+01,1.786081886291503906e+01,1.000000000000000000e+00,5.946111297607421875e+01,1.000000000000000000e+00,1.008347320556640625e+01,2.578326034545898438e+01
2.916092872619628906e+00,1.000000000000000000e+00,4.173173904418945312e+01,1.000000000000000000e+00,1.364774608612060547e+01,1.292212295532226562e+01,1.850588417053222656e+01,3.435919952392578125e+01,1.737590217590332031e+01,2.009864616394042969e+01,1.000000000000000000e+00,2.041552543640136719e+01,1.088183021545410156e+01,1.000000000000000000e+00,5.243184566497802734e+00,4.577612876892089844e+00,1.302198410034179688e+00,1.354034519195556641e+01,2.103754997253417969e+01,1.621234893798828125e+01,9.470093727111816406e+00,1.000000000000000000e+00,1.697759246826171875e+01,3.780119180679321289e+00,3.221323776245117188e+01,1.000000000000000000e+00,8.136817169189453125e+01,1.000000000000000000e+00,6.747132110595703125e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.325775146484375000e+01,2.993401718139648438e+01,8.426617622375488281e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.353939056396484375e+01,1.168979644775390625e+00,6.588871765136718750e+01,1.127830219268798828e+01,1.835376739501953125e+01,3.450548934936523438e+01,2.382324600219726562e+01,1.089964628219604492e+00,1.304606056213378906e+01,3.666604280471801758e+00,4.261554718017578125e+00,1.000000000000000000e+00,8.922771453857421875e+00,1.215325355529785156e+01,3.343873977661132812e+01,1.752782440185546875e+01,3.749543762207031250e+01,1.461916828155517578e+01,1.000000000000000000e+00,1.481859207153320312e+01,6.546037673950195312e+00,1.700014114379882812e+01,3.904668807983398438e+00,3.118315219879150391e+00,6.998226165771484375e+01,1.000000000000000000e+00,1.000000000000000000e+00,3.245897674560546875e+01,1.000000000000000000e+00,2.907792663574218750e+01,1.000000000000000000e+00,3.743517303466796875e+01,1.419367694854736328e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00
1.000000000000000000e+00,1.800999832153320312e+01,1.000000000000000000e+00,1.792139816284179688e+01,1.000000000000000000e+00,1.000000000000000000e+00,6.069689941406250000e+01,2.509045028686523438e+01,3.855691528320312500e+01,1.000000000000000000e+00,2.859649658203125000e+00,1.664285469055175781e+01,3.282428741455078125e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.810272216796875000e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.979982757568359375e+01,1.000000000000000000e+00,1.910937881469726562e+01,1.000000000000000000e+00,2.146644592285156250e+01,4.274650192260742188e+01,8.951118469238281250e+00,1.007656860351562500e+01,1.000000000000000000e+00,1.000000000000000000e+00,4.202055740356445312e+01,2.595140838623046875e+01,4.631513214111328125e+01,4.373862457275390625e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.576881599426269531e+01,1.379482936859130859e+01,3.484880065917968750e+01,7.382766723632812500e+01,1.634431076049804688e+01,1.000000000000000000e+00,1.000000000000000000e+00,2.955824279785156250e+01,2.666389274597167969e+01,1.465463256835937500e+01,2.156666564941406250e+01,2.055314064025878906e+01,1.902872085571289062e+01,1.000000000000000000e+00,5.057251358032226562e+01,1.000000000000000000e+00,5.268507385253906250e+01,2.108179283142089844e+01,1.000000000000000000e+00,1.454371833801269531e+01,1.000000000000000000e+00,8.036418151855468750e+01,5.210539817810058594e+00,1.000000000000000000e+00,2.373964309692382812e+00,1.201519870758056641e+01,1.000000000000000000e+00,4.085283660888671875e+01,1.000000000000000000e+00,1.000000000000000000e+00,1.618666076660156250e+01,3.438790893554687500e+01,1.000000000000000000e+00,8.838837623596191406e+00,1.496118927001953125e+01,1.767910003662109375e+01,1.647162055969238281e+01,1.796756553649902344e+01
